Ausgangsjahr,Gemeinde_BFS_Nr,Gemeindename,Stadtkreis_BFS_Nr,Stadtkreis_Name,Gesetz_Nummer,Gesetz_Abk,Tatbestand,Straftaten_total,Straftaten_vollendet,Straftaten_versucht,Einwohner,Häufigkeitszahl
2010,193,Fällanden,,,311.0,StGB,Einschleichdiebstahl,19,19,0,7821.0,2.4
2010,193,Fällanden,,,311.0,StGB,Einbrüche insgesamt,39,34,5,7821.0,5.0
2010,244,Geroldswil,,,311.0,StGB,Einbruchdiebstahl,40,25,15,4570.0,8.8
2010,244,Geroldswil,,,311.0,StGB,Einschleichdiebstahl,3,3,0,4570.0,0.7
2010,244,Geroldswil,,,311.0,StGB,Einbrüche insgesamt,43,28,15,4570.0,9.4
2010,58,Glattfelden,,,311.0,StGB,Einbruchdiebstahl,8,4,4,4202.0,1.9
2010,58,Glattfelden,,,311.0,StGB,Einschleichdiebstahl,2,2,0,4202.0,0.5
2010,58,Glattfelden,,,311.0,StGB,Einbrüche insgesamt,10,6,4,4202.0,2.4
2010,115,Gossau,,,311.0,StGB,Einbruchdiebstahl,34,28,6,9509.0,3.6
2010,115,Gossau,,,311.0,StGB,Einschleichdiebstahl,11,11,0,9509.0,1.2
2010,115,Gossau,,,311.0,StGB,Einbrüche insgesamt,45,39,6,9509.0,4.7
2010,194,Greifensee,,,311.0,StGB,Einbruchdiebstahl,26,17,9,4946.0,5.3
2010,194,Greifensee,,,311.0,StGB,Einschleichdiebstahl,5,5,0,4946.0,1.0
2010,194,Greifensee,,,311.0,StGB,Einbrüche insgesamt,31,22,9,4946.0,6.3
2010,116,Grüningen,,,311.0,StGB,Einbruchdiebstahl,7,7,0,2969.0,2.4
2010,116,Grüningen,,,311.0,StGB,Einschleichdiebstahl,4,4,0,2969.0,1.3
2010,116,Grüningen,,,311.0,StGB,Einbrüche insgesamt,11,11,0,2969.0,3.7
2010,220,Hagenbuch,,,311.0,StGB,Einbruchdiebstahl,8,5,3,1096.0,7.3
2010,220,Hagenbuch,,,311.0,StGB,Einschleichdiebstahl,1,1,0,1096.0,0.9
2010,220,Hagenbuch,,,311.0,StGB,Einbrüche insgesamt,9,6,3,1096.0,8.2
2010,4,Hausen,,,311.0,StGB,Einbruchdiebstahl,10,5,5,3316.0,3.0
2010,4,Hausen,,,311.0,StGB,Einschleichdiebstahl,4,4,0,3316.0,1.2
2010,4,Hausen,,,311.0,StGB,Einbrüche insgesamt,14,9,5,3316.0,4.2
2010,5,Hedingen,,,311.0,StGB,Einbruchdiebstahl,19,9,10,3413.0,5.6
2010,5,Hedingen,,,311.0,StGB,Einschleichdiebstahl,1,1,0,3413.0,0.3
2010,5,Hedingen,,,311.0,StGB,Einbrüche insgesamt,20,10,10,3413.0,5.9
2010,31,Henggart,,,311.0,StGB,Einbruchdiebstahl,8,7,1,2171.0,3.7
2010,31,Henggart,,,311.0,StGB,Einschleichdiebstahl,1,0,1,2171.0,0.5
2010,31,Henggart,,,311.0,StGB,Einbrüche insgesamt,9,7,2,2171.0,4.1
2010,152,Herrliberg,,,311.0,StGB,Einbruchdiebstahl,39,27,12,5951.0,6.6
2010,152,Herrliberg,,,311.0,StGB,Einschleichdiebstahl,12,11,1,5951.0,2.0
2010,152,Herrliberg,,,311.0,StGB,Einbrüche insgesamt,51,38,13,5951.0,8.6
2010,221,Hettlingen,,,311.0,StGB,Einbruchdiebstahl,8,6,2,2945.0,2.7
2010,221,Hettlingen,,,311.0,StGB,Einschleichdiebstahl,2,2,0,2945.0,0.7
2010,221,Hettlingen,,,311.0,StGB,Einbrüche insgesamt,10,8,2,2945.0,3.4
2010,117,Hinwil,,,311.0,StGB,Einbruchdiebstahl,55,38,17,10128.0,5.4
2010,117,Hinwil,,,311.0,StGB,Einschleichdiebstahl,5,5,0,10128.0,0.5
2010,117,Hinwil,,,311.0,StGB,Einbrüche insgesamt,60,43,17,10128.0,5.9
2010,173,Hittnau,,,311.0,StGB,Einbruchdiebstahl,4,2,2,3414.0,1.2
2010,173,Hittnau,,,311.0,StGB,Einschleichdiebstahl,3,3,0,3414.0,0.9
2010,173,Hittnau,,,311.0,StGB,Einbrüche insgesamt,7,5,2,3414.0,2.1
2010,59,Hochfelden,,,311.0,StGB,Einbruchdiebstahl,3,1,2,1925.0,1.6
2010,59,Hochfelden,,,311.0,StGB,Einschleichdiebstahl,0,0,0,1925.0,0.0
2010,59,Hochfelden,,,311.0,StGB,Einbrüche insgesamt,3,1,2,1925.0,1.6
2010,153,Hombrechtikon,,,311.0,StGB,Einbruchdiebstahl,96,68,28,7887.0,12.2
2010,153,Hombrechtikon,,,311.0,StGB,Einschleichdiebstahl,11,11,0,7887.0,1.4
2010,153,Hombrechtikon,,,311.0,StGB,Einbrüche insgesamt,107,79,28,7887.0,13.6
2010,295,Horgen,,,311.0,StGB,Einbruchdiebstahl,88,58,30,20550.0,4.3
2010,295,Horgen,,,311.0,StGB,Einschleichdiebstahl,25,23,2,20550.0,1.2
2010,295,Horgen,,,311.0,StGB,Einbrüche insgesamt,113,81,32,20550.0,5.5
2010,60,Höri,,,311.0,StGB,Einbruchdiebstahl,33,20,13,2420.0,13.6
2010,60,Höri,,,311.0,StGB,Einschleichdiebstahl,8,8,0,2420.0,3.3
2010,60,Höri,,,311.0,StGB,Einbrüche insgesamt,41,28,13,2420.0,16.9
2010,61,Hüntwangen,,,311.0,StGB,Einbruchdiebstahl,3,2,1,968.0,3.1
2010,61,Hüntwangen,,,311.0,StGB,Einschleichdiebstahl,0,0,0,968.0,0.0
2010,61,Hüntwangen,,,311.0,StGB,Einbrüche insgesamt,3,2,1,968.0,3.1
2010,87,Hüttikon,,,311.0,StGB,Einbruchdiebstahl,1,1,0,668.0,1.5
2010,87,Hüttikon,,,311.0,StGB,Einschleichdiebstahl,4,4,0,668.0,6.0
2010,87,Hüttikon,,,311.0,StGB,Einbrüche insgesamt,5,5,0,668.0,7.5
2010,296,Illnau-Effretikon,,,311.0,StGB,Einbruchdiebstahl,139,90,49,15841.0,8.8
2010,296,Illnau-Effretikon,,,311.0,StGB,Einschleichdiebstahl,28,26,2,15841.0,1.8
2010,296,Illnau-Effretikon,,,311.0,StGB,Einbrüche insgesamt,167,116,51,15841.0,10.5
2010,6,Kappel,,,311.0,StGB,Einbruchdiebstahl,5,2,3,881.0,5.7
2010,6,Kappel,,,311.0,StGB,Einschleichdiebstahl,0,0,0,881.0,0.0
2010,6,Kappel,,,311.0,StGB,Einbrüche insgesamt,5,2,3,881.0,5.7
2010,135,Kilchberg,,,311.0,StGB,Einbruchdiebstahl,87,47,40,7400.0,11.8
2010,135,Kilchberg,,,311.0,StGB,Einschleichdiebstahl,8,8,0,7400.0,1.1
2010,135,Kilchberg,,,311.0,StGB,Einbrüche insgesamt,95,55,40,7400.0,12.8
2010,33,Kleinandelfingen,,,311.0,StGB,Einbruchdiebstahl,14,11,3,2073.0,6.8
2010,33,Kleinandelfingen,,,311.0,StGB,Einschleichdiebstahl,5,5,0,2073.0,2.4
2010,33,Kleinandelfingen,,,311.0,StGB,Einbrüche insgesamt,19,16,3,2073.0,9.2
2010,62,Kloten,,,311.0,StGB,Einbruchdiebstahl,121,76,45,17924.0,6.8
2010,62,Kloten,,,311.0,StGB,Einschleichdiebstahl,50,50,0,17924.0,2.8
2010,62,Kloten,,,311.0,StGB,Einbrüche insgesamt,171,126,45,17924.0,9.5
2010,7,Knonau,,,311.0,StGB,Einbruchdiebstahl,10,6,4,1742.0,5.7
2010,7,Knonau,,,311.0,StGB,Einschleichdiebstahl,2,2,0,1742.0,1.1
2010,7,Knonau,,,311.0,StGB,Einbrüche insgesamt,12,8,4,1742.0,6.9
2010,154,Küsnacht,,,311.0,StGB,Einbruchdiebstahl,71,46,25,13455.0,5.3
2010,154,Küsnacht,,,311.0,StGB,Einschleichdiebstahl,19,18,1,13455.0,1.4
2010,154,Küsnacht,,,311.0,StGB,Einbrüche insgesamt,90,64,26,13455.0,6.7
2010,136,Langnau,,,311.0,StGB,Einbruchdiebstahl,43,25,18,7214.0,6.0
2010,136,Langnau,,,311.0,StGB,Einschleichdiebstahl,5,5,0,7214.0,0.7
2010,136,Langnau,,,311.0,StGB,Einbrüche insgesamt,48,30,18,7214.0,6.7
2010,34,Laufen-Uhwiesen,,,311.0,StGB,Einbruchdiebstahl,3,3,0,1519.0,2.0
2010,34,Laufen-Uhwiesen,,,311.0,StGB,Einschleichdiebstahl,2,2,0,1519.0,1.3
2010,34,Laufen-Uhwiesen,,,311.0,StGB,Einbrüche insgesamt,5,5,0,1519.0,3.3
2010,176,Lindau,,,311.0,StGB,Einbruchdiebstahl,25,16,9,4937.0,5.1
2010,176,Lindau,,,311.0,StGB,Einschleichdiebstahl,22,22,0,4937.0,4.5
2010,176,Lindau,,,311.0,StGB,Einbrüche insgesamt,47,38,9,4937.0,9.5
2010,63,Lufingen,,,311.0,StGB,Einbruchdiebstahl,9,9,0,1707.0,5.3
2010,63,Lufingen,,,311.0,StGB,Einschleichdiebstahl,11,11,0,1707.0,6.4
2010,63,Lufingen,,,311.0,StGB,Einbrüche insgesamt,20,20,0,1707.0,11.7
2010,35,Marthalen,,,311.0,StGB,Einbruchdiebstahl,9,6,3,1892.0,4.8
2010,35,Marthalen,,,311.0,StGB,Einschleichdiebstahl,3,3,0,1892.0,1.6
2010,35,Marthalen,,,311.0,StGB,Einbrüche insgesamt,12,9,3,1892.0,6.3
2010,8,Maschwanden,,,311.0,StGB,Einbruchdiebstahl,3,2,1,588.0,5.1
2010,8,Maschwanden,,,311.0,StGB,Einschleichdiebstahl,0,0,0,588.0,0.0
2010,8,Maschwanden,,,311.0,StGB,Einbrüche insgesamt,3,2,1,588.0,5.1
2010,195,Maur,,,311.0,StGB,Einbruchdiebstahl,61,36,25,9306.0,6.6
2010,195,Maur,,,311.0,StGB,Einschleichdiebstahl,16,16,0,9306.0,1.7
2010,195,Maur,,,311.0,StGB,Einbrüche insgesamt,77,52,25,9306.0,8.3
2010,156,Meilen,,,311.0,StGB,Einbruchdiebstahl,95,65,30,12253.0,7.8
2010,156,Meilen,,,311.0,StGB,Einschleichdiebstahl,26,24,2,12253.0,2.1
2010,156,Meilen,,,311.0,StGB,Einbrüche insgesamt,121,89,32,12253.0,9.9
2010,9,Mettmenstetten,,,311.0,StGB,Einbruchdiebstahl,16,12,4,4150.0,3.9
2010,9,Mettmenstetten,,,311.0,StGB,Einschleichdiebstahl,4,4,0,4150.0,1.0
2010,9,Mettmenstetten,,,311.0,StGB,Einbrüche insgesamt,20,16,4,4150.0,4.8
2010,155,Männedorf,,,311.0,StGB,Einbruchdiebstahl,87,65,22,10235.0,8.5
2010,155,Männedorf,,,311.0,StGB,Einschleichdiebstahl,23,20,3,10235.0,2.2
2010,155,Männedorf,,,311.0,StGB,Einbrüche insgesamt,110,85,25,10235.0,10.7
2010,196,Mönchaltorf,,,311.0,StGB,Einbruchdiebstahl,16,12,4,3424.0,4.7
2010,196,Mönchaltorf,,,311.0,StGB,Einschleichdiebstahl,2,2,0,3424.0,0.6
2010,196,Mönchaltorf,,,311.0,StGB,Einbrüche insgesamt,18,14,4,3424.0,5.3
2010,88,Neerach,,,311.0,StGB,Einbruchdiebstahl,11,7,4,2947.0,3.7
2010,88,Neerach,,,311.0,StGB,Einschleichdiebstahl,4,4,0,2947.0,1.4
2010,88,Neerach,,,311.0,StGB,Einbrüche insgesamt,15,11,4,2947.0,5.1
2010,223,Neftenbach,,,311.0,StGB,Einbruchdiebstahl,19,10,9,5054.0,3.8
2010,223,Neftenbach,,,311.0,StGB,Einschleichdiebstahl,7,6,1,5054.0,1.4
2010,223,Neftenbach,,,311.0,StGB,Einbrüche insgesamt,26,16,10,5054.0,5.1
2010,89,Niederglatt,,,311.0,StGB,Einbruchdiebstahl,27,16,11,4544.0,5.9
2010,89,Niederglatt,,,311.0,StGB,Einschleichdiebstahl,17,17,0,4544.0,3.7
2010,89,Niederglatt,,,311.0,StGB,Einbrüche insgesamt,44,33,11,4544.0,9.7
2010,90,Niederhasli,,,311.0,StGB,Einbruchdiebstahl,37,24,13,8419.0,4.4
2010,90,Niederhasli,,,311.0,StGB,Einschleichdiebstahl,22,22,0,8419.0,2.6
2010,90,Niederhasli,,,311.0,StGB,Einbrüche insgesamt,59,46,13,8419.0,7.0
2010,91,Niederweningen,,,311.0,StGB,Einbruchdiebstahl,8,5,3,2649.0,3.0
2010,91,Niederweningen,,,311.0,StGB,Einschleichdiebstahl,0,0,0,2649.0,0.0
2010,91,Niederweningen,,,311.0,StGB,Einbrüche insgesamt,8,5,3,2649.0,3.0
2010,64,Nürensdorf,,,311.0,StGB,Einbruchdiebstahl,20,12,8,5164.0,3.9
2010,64,Nürensdorf,,,311.0,StGB,Einschleichdiebstahl,7,7,0,5164.0,1.4
2010,64,Nürensdorf,,,311.0,StGB,Einbrüche insgesamt,27,19,8,5164.0,5.2
2010,65,Oberembrach,,,311.0,StGB,Einbruchdiebstahl,3,3,0,980.0,3.1
2010,65,Oberembrach,,,311.0,StGB,Einschleichdiebstahl,0,0,0,980.0,0.0
2010,65,Oberembrach,,,311.0,StGB,Einbrüche insgesamt,3,3,0,980.0,3.1
2010,245,Oberengstringen,,,311.0,StGB,Einbruchdiebstahl,57,42,15,6226.0,9.2
2010,245,Oberengstringen,,,311.0,StGB,Einschleichdiebstahl,8,8,0,6226.0,1.3
2010,245,Oberengstringen,,,311.0,StGB,Einbrüche insgesamt,65,50,15,6226.0,10.4
2010,92,Oberglatt,,,311.0,StGB,Einbruchdiebstahl,34,24,10,5621.0,6.0
2010,92,Oberglatt,,,311.0,StGB,Einschleichdiebstahl,10,10,0,5621.0,1.8
2010,92,Oberglatt,,,311.0,StGB,Einbrüche insgesamt,44,34,10,5621.0,7.8
2010,137,Oberrieden,,,311.0,StGB,Einbruchdiebstahl,10,7,3,4919.0,2.0
2010,137,Oberrieden,,,311.0,StGB,Einschleichdiebstahl,2,2,0,4919.0,0.4
2010,137,Oberrieden,,,311.0,StGB,Einbrüche insgesamt,12,9,3,4919.0,2.4
2010,93,Oberweningen,,,311.0,StGB,Einbruchdiebstahl,8,6,2,1672.0,4.8
2010,93,Oberweningen,,,311.0,StGB,Einschleichdiebstahl,3,3,0,1672.0,1.8
2010,93,Oberweningen,,,311.0,StGB,Einbrüche insgesamt,11,9,2,1672.0,6.6
2010,10,Obfelden,,,311.0,StGB,Einbruchdiebstahl,8,6,2,4646.0,1.7
2010,10,Obfelden,,,311.0,StGB,Einschleichdiebstahl,3,3,0,4646.0,0.6
2010,10,Obfelden,,,311.0,StGB,Einbrüche insgesamt,11,9,2,4646.0,2.4
2010,157,Oetwil,,,311.0,StGB,Einbruchdiebstahl,9,4,5,4422.0,2.0
2010,157,Oetwil,,,311.0,StGB,Einschleichdiebstahl,7,7,0,4422.0,1.6
2010,157,Oetwil,,,311.0,StGB,Einbrüche insgesamt,16,11,5,4422.0,3.6
2010,246,Oetwil an der Limmat,,,311.0,StGB,Einbruchdiebstahl,7,6,1,2283.0,3.1
2010,246,Oetwil an der Limmat,,,311.0,StGB,Einschleichdiebstahl,6,6,0,2283.0,2.6
2010,246,Oetwil an der Limmat,,,311.0,StGB,Einbrüche insgesamt,13,12,1,2283.0,5.7
2010,66,Opfikon,,,311.0,StGB,Einbruchdiebstahl,194,123,71,15256.0,12.7
2010,66,Opfikon,,,311.0,StGB,Einschleichdiebstahl,44,44,0,15256.0,2.9
2010,66,Opfikon,,,311.0,StGB,Einbrüche insgesamt,238,167,71,15256.0,15.6
2010,37,Ossingen,,,311.0,StGB,Einbruchdiebstahl,3,1,2,1360.0,2.2
2010,37,Ossingen,,,311.0,StGB,Einschleichdiebstahl,0,0,0,1360.0,0.0
2010,37,Ossingen,,,311.0,StGB,Einbrüche insgesamt,3,1,2,1360.0,2.2
2010,94,Otelfingen,,,311.0,StGB,Einbruchdiebstahl,16,14,2,2335.0,6.9
2010,94,Otelfingen,,,311.0,StGB,Einschleichdiebstahl,5,5,0,2335.0,2.1
2010,94,Otelfingen,,,311.0,StGB,Einbrüche insgesamt,21,19,2,2335.0,9.0
2010,11,Ottenbach,,,311.0,StGB,Einbruchdiebstahl,8,4,4,2385.0,3.4
2010,11,Ottenbach,,,311.0,StGB,Einschleichdiebstahl,1,1,0,2385.0,0.4
2010,11,Ottenbach,,,311.0,StGB,Einbrüche insgesamt,9,5,4,2385.0,3.8
2010,224,Pfungen,,,311.0,StGB,Einbruchdiebstahl,13,8,5,2748.0,4.7
2010,224,Pfungen,,,311.0,StGB,Einschleichdiebstahl,3,3,0,2748.0,1.1
2010,224,Pfungen,,,311.0,StGB,Einbrüche insgesamt,16,11,5,2748.0,5.8
2010,177,Pfäffikon,,,311.0,StGB,Einbruchdiebstahl,48,34,14,10388.0,4.6
2010,177,Pfäffikon,,,311.0,StGB,Einschleichdiebstahl,26,25,1,10388.0,2.5
2010,177,Pfäffikon,,,311.0,StGB,Einbrüche insgesamt,74,59,15,10388.0,7.1
2010,67,Rafz,,,311.0,StGB,Einbruchdiebstahl,13,10,3,3977.0,3.3
2010,67,Rafz,,,311.0,StGB,Einschleichdiebstahl,3,3,0,3977.0,0.8
2010,67,Rafz,,,311.0,StGB,Einbrüche insgesamt,16,13,3,3977.0,4.0
2010,95,Regensberg,,,311.0,StGB,Einbruchdiebstahl,0,0,0,479.0,0.0
2010,95,Regensberg,,,311.0,StGB,Einschleichdiebstahl,0,0,0,479.0,0.0
2010,95,Regensberg,,,311.0,StGB,Einbrüche insgesamt,0,0,0,479.0,0.0
2010,96,Regensdorf,,,311.0,StGB,Einbruchdiebstahl,170,97,73,16384.0,10.4
2010,96,Regensdorf,,,311.0,StGB,Einschleichdiebstahl,44,41,3,16384.0,2.7
2010,96,Regensdorf,,,311.0,StGB,Einbrüche insgesamt,214,138,76,16384.0,13.1
2010,38,Rheinau,,,311.0,StGB,Einbruchdiebstahl,2,1,1,1336.0,1.5
2010,38,Rheinau,,,311.0,StGB,Einschleichdiebstahl,1,1,0,1336.0,0.7
2010,38,Rheinau,,,311.0,StGB,Einbrüche insgesamt,3,2,1,1336.0,2.2
2010,138,Richterswil,,,311.0,StGB,Einbruchdiebstahl,42,30,12,12080.0,3.5
2010,138,Richterswil,,,311.0,StGB,Einschleichdiebstahl,13,12,1,12080.0,1.1
2010,138,Richterswil,,,311.0,StGB,Einbrüche insgesamt,55,42,13,12080.0,4.6
2010,225,Rickenbach,,,311.0,StGB,Einbruchdiebstahl,11,7,4,2490.0,4.4
2010,225,Rickenbach,,,311.0,StGB,Einschleichdiebstahl,1,1,0,2490.0,0.4
2010,225,Rickenbach,,,311.0,StGB,Einbrüche insgesamt,12,8,4,2490.0,4.8
2010,12,Rifferswil,,,311.0,StGB,Einbruchdiebstahl,2,2,0,876.0,2.3
2010,12,Rifferswil,,,311.0,StGB,Einschleichdiebstahl,0,0,0,876.0,0.0
2010,12,Rifferswil,,,311.0,StGB,Einbrüche insgesamt,2,2,0,876.0,2.3
2010,68,Rorbas,,,311.0,StGB,Einbruchdiebstahl,15,11,4,2255.0,6.7
2010,68,Rorbas,,,311.0,StGB,Einschleichdiebstahl,2,2,0,2255.0,0.9
2010,68,Rorbas,,,311.0,StGB,Einbrüche insgesamt,17,13,4,2255.0,7.5
2010,178,Russikon,,,311.0,StGB,Einbruchdiebstahl,15,12,3,4021.0,3.7
2010,178,Russikon,,,311.0,StGB,Einschleichdiebstahl,4,4,0,4021.0,1.0
2010,178,Russikon,,,311.0,StGB,Einbrüche insgesamt,19,16,3,4021.0,4.7
2010,97,Rümlang,,,311.0,StGB,Einbruchdiebstahl,87,62,25,6617.0,13.1
2010,97,Rümlang,,,311.0,StGB,Einschleichdiebstahl,21,21,0,6617.0,3.2
2010,97,Rümlang,,,311.0,StGB,Einbrüche insgesamt,108,83,25,6617.0,16.3
2010,139,Rüschlikon,,,311.0,StGB,Einbruchdiebstahl,53,36,17,5210.0,10.2
2010,139,Rüschlikon,,,311.0,StGB,Einschleichdiebstahl,16,14,2,5210.0,3.1
2010,139,Rüschlikon,,,311.0,StGB,Einbrüche insgesamt,69,50,19,5210.0,13.2
2010,118,Rüti,,,311.0,StGB,Einbruchdiebstahl,72,30,42,11833.0,6.1
2010,118,Rüti,,,311.0,StGB,Einschleichdiebstahl,14,11,3,11833.0,1.2
2010,118,Rüti,,,311.0,StGB,Einbrüche insgesamt,86,41,45,11833.0,7.3
2010,226,Schlatt,,,311.0,StGB,Einbruchdiebstahl,0,0,0,735.0,0.0
2010,226,Schlatt,,,311.0,StGB,Einschleichdiebstahl,0,0,0,735.0,0.0
2010,226,Schlatt,,,311.0,StGB,Einbrüche insgesamt,0,0,0,735.0,0.0
2010,98,Schleinikon,,,311.0,StGB,Einbruchdiebstahl,1,1,0,706.0,1.4
2010,98,Schleinikon,,,311.0,StGB,Einschleichdiebstahl,0,0,0,706.0,0.0
2010,98,Schleinikon,,,311.0,StGB,Einbrüche insgesamt,1,1,0,706.0,1.4
2010,247,Schlieren,,,311.0,StGB,Einbruchdiebstahl,163,101,62,15293.0,10.7
2010,247,Schlieren,,,311.0,StGB,Einschleichdiebstahl,58,58,0,15293.0,3.8
2010,247,Schlieren,,,311.0,StGB,Einbrüche insgesamt,221,159,62,15293.0,14.5
2010,197,Schwerzenbach,,,311.0,StGB,Einbruchdiebstahl,36,17,19,4493.0,8.0
2010,197,Schwerzenbach,,,311.0,StGB,Einschleichdiebstahl,10,10,0,4493.0,2.2
2010,197,Schwerzenbach,,,311.0,StGB,Einbrüche insgesamt,46,27,19,4493.0,10.2
2010,99,Schöfflisdorf,,,311.0,StGB,Einbruchdiebstahl,4,3,1,1314.0,3.0
2010,99,Schöfflisdorf,,,311.0,StGB,Einschleichdiebstahl,4,4,0,1314.0,3.0
2010,99,Schöfflisdorf,,,311.0,StGB,Einbrüche insgesamt,8,7,1,1314.0,6.1
2010,119,Seegräben,,,311.0,StGB,Einbruchdiebstahl,13,10,3,1303.0,10.0
2010,119,Seegräben,,,311.0,StGB,Einschleichdiebstahl,2,2,0,1303.0,1.5
2010,119,Seegräben,,,311.0,StGB,Einbrüche insgesamt,15,12,3,1303.0,11.5
2010,227,Seuzach,,,311.0,StGB,Einbruchdiebstahl,28,19,9,6885.0,4.1
2010,227,Seuzach,,,311.0,StGB,Einschleichdiebstahl,9,9,0,6885.0,1.3
2010,227,Seuzach,,,311.0,StGB,Einbrüche insgesamt,37,28,9,6885.0,5.4
2010,100,Stadel,,,311.0,StGB,Einbruchdiebstahl,3,2,1,1967.0,1.5
2010,100,Stadel,,,311.0,StGB,Einschleichdiebstahl,1,1,0,1967.0,0.5
2010,100,Stadel,,,311.0,StGB,Einbrüche insgesamt,4,3,1,1967.0,2.0
2010,13,Stallikon,,,311.0,StGB,Einbruchdiebstahl,7,6,1,3024.0,2.3
2010,13,Stallikon,,,311.0,StGB,Einschleichdiebstahl,2,2,0,3024.0,0.7
2010,13,Stallikon,,,311.0,StGB,Einbrüche insgesamt,9,8,1,3024.0,3.0
2010,292,Stammheim,,,311.0,StGB,Einbruchdiebstahl,11,7,4,2639.0,4.2
2010,292,Stammheim,,,311.0,StGB,Einschleichdiebstahl,2,2,0,2639.0,0.8
2010,292,Stammheim,,,311.0,StGB,Einbrüche insgesamt,13,9,4,2639.0,4.9
2010,101,Steinmaur,,,311.0,StGB,Einbruchdiebstahl,18,15,3,3169.0,5.7
2010,101,Steinmaur,,,311.0,StGB,Einschleichdiebstahl,9,9,0,3169.0,2.8
2010,101,Steinmaur,,,311.0,StGB,Einbrüche insgesamt,27,24,3,3169.0,8.5
2010,158,Stäfa,,,311.0,StGB,Einbruchdiebstahl,72,50,22,13785.0,5.2
2010,158,Stäfa,,,311.0,StGB,Einschleichdiebstahl,31,30,1,13785.0,2.2
2010,158,Stäfa,,,311.0,StGB,Einbrüche insgesamt,103,80,23,13785.0,7.5
2010,39,Thalheim,,,311.0,StGB,Einbruchdiebstahl,1,1,0,806.0,1.2
2010,39,Thalheim,,,311.0,StGB,Einschleichdiebstahl,1,1,0,806.0,1.2
2010,39,Thalheim,,,311.0,StGB,Einbrüche insgesamt,2,2,0,806.0,2.5
2010,141,Thalwil,,,311.0,StGB,Einbruchdiebstahl,65,45,20,16896.0,3.8
2010,141,Thalwil,,,311.0,StGB,Einschleichdiebstahl,10,10,0,16896.0,0.6
2010,141,Thalwil,,,311.0,StGB,Einbrüche insgesamt,75,55,20,16896.0,4.4
2010,41,Truttikon,,,311.0,StGB,Einbruchdiebstahl,3,0,3,474.0,6.3
2010,41,Truttikon,,,311.0,StGB,Einschleichdiebstahl,1,1,0,474.0,2.1
2010,41,Truttikon,,,311.0,StGB,Einbrüche insgesamt,4,1,3,474.0,8.4
2010,40,Trüllikon,,,311.0,StGB,Einbruchdiebstahl,6,2,4,1000.0,6.0
2010,40,Trüllikon,,,311.0,StGB,Einschleichdiebstahl,2,2,0,1000.0,2.0
2010,40,Trüllikon,,,311.0,StGB,Einbrüche insgesamt,8,4,4,1000.0,8.0
2010,228,Turbenthal,,,311.0,StGB,Einbruchdiebstahl,10,8,2,4146.0,2.4
2010,228,Turbenthal,,,311.0,StGB,Einschleichdiebstahl,6,5,1,4146.0,1.4
2010,228,Turbenthal,,,311.0,StGB,Einbrüche insgesamt,16,13,3,4146.0,3.9
2010,159,Uetikon,,,311.0,StGB,Einbruchdiebstahl,40,30,10,5703.0,7.0
2010,159,Uetikon,,,311.0,StGB,Einschleichdiebstahl,4,4,0,5703.0,0.7
2010,159,Uetikon,,,311.0,StGB,Einbrüche insgesamt,44,34,10,5703.0,7.7
2010,248,Uitikon,,,311.0,StGB,Einbruchdiebstahl,17,8,9,3860.0,4.4
2010,248,Uitikon,,,311.0,StGB,Einschleichdiebstahl,4,4,0,3860.0,1.0
2010,248,Uitikon,,,311.0,StGB,Einbrüche insgesamt,21,12,9,3860.0,5.4
2010,249,Unterengstringen,,,311.0,StGB,Einbruchdiebstahl,25,15,10,3229.0,7.7
2010,249,Unterengstringen,,,311.0,StGB,Einschleichdiebstahl,4,4,0,3229.0,1.2
2010,249,Unterengstringen,,,311.0,StGB,Einbrüche insgesamt,29,19,10,3229.0,9.0
2010,250,Urdorf,,,311.0,StGB,Einbruchdiebstahl,112,74,38,9094.0,12.3
2010,250,Urdorf,,,311.0,StGB,Einschleichdiebstahl,28,26,2,9094.0,3.1
2010,250,Urdorf,,,311.0,StGB,Einbrüche insgesamt,140,100,40,9094.0,15.4
2010,198,Uster,,,311.0,StGB,Einbruchdiebstahl,172,108,64,31954.0,5.4
2010,198,Uster,,,311.0,StGB,Einschleichdiebstahl,86,84,2,31954.0,2.7
2010,198,Uster,,,311.0,StGB,Einbrüche insgesamt,258,192,66,31954.0,8.1
2010,43,Volken,,,311.0,StGB,Einbruchdiebstahl,0,0,0,309.0,0.0
2010,43,Volken,,,311.0,StGB,Einschleichdiebstahl,0,0,0,309.0,0.0
2010,43,Volken,,,311.0,StGB,Einbrüche insgesamt,0,0,0,309.0,0.0
2010,199,Volketswil,,,311.0,StGB,Einbruchdiebstahl,195,129,66,16938.0,11.5
2010,199,Volketswil,,,311.0,StGB,Einschleichdiebstahl,69,67,2,16938.0,4.1
2010,199,Volketswil,,,311.0,StGB,Einbrüche insgesamt,264,196,68,16938.0,15.6
2010,120,Wald,,,311.0,StGB,Einbruchdiebstahl,25,14,11,8928.0,2.8
2010,120,Wald,,,311.0,StGB,Einschleichdiebstahl,9,7,2,8928.0,1.0
2010,120,Wald,,,311.0,StGB,Einbrüche insgesamt,34,21,13,8928.0,3.8
2010,69,Wallisellen,,,311.0,StGB,Einbruchdiebstahl,169,101,68,13283.0,12.7
2010,69,Wallisellen,,,311.0,StGB,Einschleichdiebstahl,30,29,1,13283.0,2.3
